"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000185950",2275.98209759502,2.16650969184437,0.219960930787376,9.84952047660961,6.88717749486142e-23,2.6076575789919e-20
"ENSG00000165995",513.109573436338,3.00661377770504,0.30589915325929,9.82877443651024,8.46425286195847e-23,3.12661242913076e-20
"ENSG00000103196",3096.15933899728,2.6260341339809,0.267444466152902,9.8189884866773,9.32747411487429e-23,3.36344274928026e-20
"ENSG00000211445",12537.1799334237,3.77018283681169,0.385566267211591,9.77830053463336,1.39533710599303e-22,4.91450708610801e-20
"ENSG00000157510",502.245335458258,1.82248134991085,0.188087064598548,9.68956240452124,3.33956428598846e-22,1.14949320707489e-19
"ENSG00000221869",1996.6227385359,1.51593633967709,0.157733402465439,9.61075026584336,7.20222578111981e-22,2.42394909900132e-19
"ENSG00000197043",14235.8891385396,0.954687034787264,0.0993763036994963,9.60678752627125,7.48477597079014e-22,2.4642811321221e-19
"ENSG00000139289",2896.74376144142,-1.07092674043798,0.112150875743928,-9.54898241618023,1.30976409601055e-21,4.22050579448506e-19
"ENSG00000131389",738.395170724894,-1.96399623593045,0.205870139475924,-9.53997622447881,1.4286506411525e-21,4.50769040838637e-19
"ENSG00000158246",70.9156124341666,2.34457681548736,0.246791862237507,9.50021931124694,2.09448720762155e-21,6.47367525702621e-19
"ENSG00000145777",152.344620594276,-2.71541789405859,0.288513325819079,-9.41175901095597,4.87902293724811e-21,1.47785604769245e-18
"ENSG00000181061",2495.79383552303,1.26971880200892,0.135482316303066,9.37184155582808,7.12778606827027e-21,2.11667294125398e-18
"ENSG00000157214",3042.42442776058,1.99782068360085,0.213879636099118,9.34086442280553,9.55507888689465e-21,2.78291672580807e-18
"ENSG00000108821",102624.279264829,-1.27736599026777,0.137394490448109,-9.29706850763574,1.44371201617467e-20,4.04907749721581e-18
"ENSG00000151726",1467.32301351221,1.57907014957768,0.169817288262918,9.29864188581844,1.42251016053674e-20,4.04907749721581e-18
"ENSG00000124766",1291.40790053461,-2.33654823415134,0.251612330204167,-9.28630259198895,1.5974112389959e-20,4.39868967538052e-18
"ENSG00000141401",619.513260387526,2.1948541288514,0.237401358423012,9.2453309594822,2.34513816879614e-20,6.34234242257457e-18
"ENSG00000112837",2671.19815511368,-1.63666384776085,0.177536471160296,-9.21874720762652,3.00591541683125e-20,7.89286246201519e-18
"ENSG00000157514",2226.72449000203,3.34428299139615,0.362793273804418,9.2181504809239,3.02268750608703e-20,7.89286246201519e-18
"ENSG00000003402",3368.72335143759,1.16249955503505,0.126138593252644,9.21604978348431,3.082470899741e-20,7.91254606382668e-18
"ENSG00000169715",553.702542171806,2.16215501121366,0.235809507582404,9.16907478998951,4.77096139498048e-20,1.18526028602685e-17
"ENSG00000196975",4931.1015623731,1.12894747874518,0.123126455814247,9.16900816546156,4.77391069314214e-20,1.18526028602685e-17
"ENSG00000128923",1481.50742728071,1.05791517158098,0.116165926064459,9.10693184672719,8.47445945259251e-20,2.07009174854054e-17
"ENSG00000143320",1513.74032144022,-1.70763401445684,0.187609923694445,-9.10204524808621,8.86464899070196e-20,2.13103347562192e-17
"ENSG00000177283",147.951649785997,2.46517950404937,0.272279964772489,9.05384098352306,1.38025766270214e-19,3.26625035962874e-17
"ENSG00000164484",814.401987519494,-1.18489006588307,0.130918925313933,-9.05056364495663,1.42232240649541e-19,3.31401120713431e-17
"ENSG00000157613",2823.8992896954,-0.967540964706713,0.1078314590102,-8.97271513886493,2.89293536718151e-19,6.63841002060061e-17
"ENSG00000072958",2239.04534337653,1.10184710954708,0.123258164343453,8.93934381885521,3.91488027220112e-19,8.84938234663969e-17
"ENSG00000019995",2150.37632011757,0.983999425741367,0.111190356553722,8.84968315814281,8.77681111583821e-19,1.95477653454955e-16
"ENSG00000012048",241.117643587367,-1.40352608702583,0.158931252556251,-8.83102639947473,1.03719502683565e-18,2.27656792484434e-16
"ENSG00000154734",29872.9878556811,2.1878109117327,0.248554091316035,8.80215207944782,1.34217132774308e-18,2.9038835369527e-16
"ENSG00000185432",3844.86229573871,2.2710372960322,0.259682659987588,8.74543296861155,2.22162086645235e-18,4.73893634118603e-16
"ENSG00000159884",556.366128273062,1.06266416236692,0.121903183710667,8.71727981189658,2.84965276446364e-18,5.96718978536789e-16
"ENSG00000163513",13345.3548115132,1.47090204065346,0.168754417523207,8.71622836451783,2.87622881698155e-18,5.96718978536789e-16
"ENSG00000139132",1181.85578266924,2.0568831551714,0.236523110351977,8.69633057044826,3.4278887153143e-18,7.01559116127501e-16
"ENSG00000196136",739.309178654879,3.19630737315219,0.370162215456967,8.63488286940991,5.87872424533942e-18,1.18711038260887e-15
"ENSG00000172986",767.400836637411,-1.64194400641182,0.190244861492813,-8.63068780690224,6.09841285377026e-18,1.21526924566251e-15
"ENSG00000183160",2936.72405730511,-1.17321057936992,0.136047297763041,-8.62354929984239,6.49102122861318e-18,1.27670800658892e-15
"ENSG00000103485",876.983547374098,-1.12050771085049,0.130437759108536,-8.5903630858771,8.66949216446831e-18,1.6833263952676e-15
"ENSG00000173838",68.6105850526452,3.42349524875832,0.399961441869534,8.5595632237846,1.13295922970194e-17,2.17198323213112e-15
"ENSG00000169738",602.04981640171,1.96040508389583,0.230195753004904,8.51625218235051,1.64799761121247e-17,3.11986547772661e-15
"ENSG00000197321",9110.11696451622,-0.699698403469682,0.0822622676510785,-8.50570283860281,1.80498744033858e-17,3.37488083752195e-15
"ENSG00000146592",694.975972522806,-2.04981096173653,0.241228059735614,-8.49739853640215,1.9388684872415e-17,3.58099551698445e-15
"ENSG00000099860",373.609719689536,1.41592448731237,0.167727769494336,8.44180120907281,3.12484473849078e-17,5.70190042945095e-15
"ENSG00000128311",323.623146252674,1.34158964932581,0.159039187888931,8.43559167481878,3.29531401794308e-17,5.94137271449381e-15
"ENSG00000134253",144.951068185965,-1.98700586881465,0.235896425466117,-8.42321313215512,3.66297253116093e-17,6.5265551746391e-15
"ENSG00000253368",1051.87338068471,1.99298371877084,0.236805279087684,8.41612875544417,3.89129612032377e-17,6.85275345840738e-15
"ENSG00000134243",5569.87422804189,2.21273105769875,0.263689138298923,8.39143800906336,4.80231538919129e-17,8.35989270911519e-15
"ENSG00000162616",1478.62500195149,1.36934255143838,0.163270395124869,8.38696170479105,4.98867417990342e-17,8.58562164257242e-15
"ENSG00000150907",688.476650962791,2.304964494978,0.276331093275741,8.34131428227643,7.34693439633727e-17,1.25021709474751e-14
"ENSG00000167549",2012.78985108593,2.38044040377323,0.287081761946205,8.29185521098793,1.11495601084054e-16,1.87622319824223e-14
"ENSG00000137076",20054.8384767669,0.638116675105788,0.0770474914934945,8.28212136094874,1.21000185688568e-16,2.01378880467402e-14
"ENSG00000132970",1317.16857123589,1.0814088528716,0.130749803102095,8.27082586141405,1.3303424028028e-16,2.19000387939656e-14
"ENSG00000133142",3090.51775861329,1.47987220298216,0.179407703189723,8.24865474932922,1.60187489006745e-16,2.60864464624425e-14
"ENSG00000148120",677.473392933758,1.23763820029972,0.150998128293698,8.19638106965445,2.47732147184203e-16,3.94937196747868e-14
"ENSG00000163491",152.333491281033,-2.0730506997862,0.252905502615103,-8.19693790111472,2.46587747887067e-16,3.94937196747868e-14
"ENSG00000183722",3035.76768508864,0.709163540716186,0.0867837396163671,8.17161767689532,3.04281503502115e-16,4.80035767764534e-14
"ENSG00000103064",1735.71982860339,1.37532684115791,0.168774358256771,8.14890872857307,3.67222972975852e-16,5.73359992342194e-14
"ENSG00000179593",68.3800745222305,8.90550233836416,1.09726591125988,8.11608402938433,4.81467377223506e-16,7.44063615107143e-14
"ENSG00000162704",2647.51641081926,0.896589289795763,0.110488870294633,8.11474755244483,4.86795719337324e-16,7.44699108016543e-14
"ENSG00000143891",522.025378125847,-1.133994926145,0.140331179970999,-8.08084793685446,6.43179710216576e-16,9.74095671123004e-14
"ENSG00000163110",1307.00957672327,1.48535578206041,0.184072232858244,8.06941796161236,7.06340757412474e-16,1.05916146247643e-13
"ENSG00000102804",5382.05257204899,1.15093411525584,0.142673076434957,8.06693276695787,7.20862190041729e-16,1.07033900668451e-13
"ENSG00000127824",250.256189339771,-1.6936421139464,0.21026371159586,-8.05484741561913,7.95780169727135e-16,1.1701058903415e-13
"ENSG00000125503",2642.92992334253,0.679974938918693,0.0849071594697969,8.00845232798741,1.16160972718547e-15,1.69159416521383e-13
"ENSG00000138078",1711.69454421181,-0.721080999700491,0.0901433691257156,-7.99926835100714,1.25160677082722e-15,1.80529376611221e-13
"ENSG00000101342",53.7031368272962,4.13426829787747,0.517096958753075,7.99515105996141,1.29415096534789e-15,1.84904871416923e-13
"ENSG00000112576",646.673183511032,1.08122192409513,0.135326425174223,7.98973240224985,1.35231968140784e-15,1.91410108176838e-13
"ENSG00000104756",1773.42785790779,0.750040507858317,0.0939597626378861,7.98257133480548,1.43315931809508e-15,2.00974054375462e-13
"ENSG00000105516",103.555045793919,-1.63319493863662,0.205163923835343,-7.96043918494833,1.71429697950148e-15,2.38192915179357e-13
"ENSG00000198431",22550.132525209,1.47807413766709,0.186252917639306,7.9358442079791,2.09068311591028e-15,2.87849052640556e-13
"ENSG00000118689",5353.974568445,1.27540191065422,0.160755595618203,7.93379481286191,2.12549156818963e-15,2.90005133335424e-13
"ENSG00000130066",4094.02815137334,1.31953750574813,0.166824338253869,7.90974218486093,2.57922476691223e-15,3.4568459376005e-13
"ENSG00000149218",2046.64979798996,1.9736549008837,0.249489615622718,7.91076973667831,2.55802283797159e-15,3.4568459376005e-13
"ENSG00000138316",788.996860846473,-2.41081346012217,0.305160858166574,-7.90013986264978,2.78590646723435e-15,3.70110117949687e-13
"ENSG00000161647",159.566408849098,1.74649289622714,0.222366718826057,7.85411101736544,4.02617549481782e-15,5.30229807556659e-13
"ENSG00000162426",171.56402069617,1.41510485358078,0.18088905983704,7.82305383673078,5.15570419429207e-15,6.73130517435805e-13
"ENSG00000179820",5333.81269432854,1.44810988974245,0.185970614539917,7.78676724451875,6.8745424739887e-15,8.89871331355205e-13
"ENSG00000119139",5612.32457620331,1.99088279980597,0.256122999143174,7.77315120651489,7.65572624672743e-15,9.82593000056669e-13
"ENSG00000136999",446.971397273606,-2.60283247893796,0.33690169278915,-7.7257922255883,1.11159816473199e-14,1.41471884074504e-12
"ENSG00000146250",313.821137829102,-2.69619858020981,0.349702257256541,-7.70998334801105,1.25834155885853e-14,1.58813190907604e-12
"ENSG00000152332",3008.20914259827,0.67189254109595,0.0875283600994956,7.67628389623882,1.63769965313188e-14,2.04983150799027e-12
"ENSG00000112773",525.998125166656,-1.22092522100937,0.159136640042815,-7.67218172182647,1.69095153348339e-14,2.09913614545951e-12
"ENSG00000140545",9643.89243351853,1.18720743376358,0.155033369614522,7.65775417715216,1.89212612595187e-14,2.32977643719846e-12
"ENSG00000136478",3731.86033954668,1.50655966540362,0.197417204716205,7.63134939312588,2.32309125566839e-14,2.83735621508853e-12
"ENSG00000049323",20410.0860039713,0.715134130588694,0.0939080762493971,7.61525695286815,2.63167403259677e-14,3.18853625789425e-12
"ENSG00000122966",304.385980392181,-1.63486679288358,0.214745503086014,-7.61304320411659,2.67716247227089e-14,3.21790679702719e-12
"ENSG00000132356",2379.48217418789,0.743611881973814,0.0977869207149038,7.60441045220969,2.86205559866702e-14,3.41305764108756e-12
"ENSG00000077254",2760.44083059498,0.807688505323241,0.106934764510946,7.55309565618919,4.25032586245986e-14,5.02899884273083e-12
"ENSG00000168234",600.327691176793,0.857603477336561,0.113631032201929,7.54726469273417,4.44494630249028e-14,5.21850478691591e-12
"ENSG00000113456",1042.060350359,0.795063850578018,0.105761141702558,7.51754224452353,5.58155268849817e-14,6.50250888210036e-12
"ENSG00000157110",3434.9371292854,0.814964683832849,0.108488303169217,7.51200507359481,5.82285316520661e-14,6.73184054863008e-12
"ENSG00000126016",404.398400122558,-2.49800447518342,0.33276258170217,-7.50686709546928,6.05591536363098e-14,6.94824531683266e-12
"ENSG00000170214",201.751000183794,3.67679744670329,0.492201678725855,7.47010342634606,8.01318134634993e-14,9.1247843225917e-12
"ENSG00000169744",723.01402678599,-1.33060631982871,0.178688758384914,-7.44650268911964,9.58470839016777e-14,1.08328663111262e-11
"ENSG00000131871",812.424686783872,0.67489653225409,0.0908399391661356,7.42951325649595,1.08998023982442e-13,1.22279635052895e-11
"ENSG00000147119",456.95140071251,1.57288246107378,0.211884455533028,7.42330274826887,1.14235248115361e-13,1.2721270828729e-11
"ENSG00000148848",1381.85270141484,-1.86991339752051,0.252168411932589,-7.41533558144619,1.21317225894243e-13,1.34113093880899e-11
"ENSG00000020577",3148.94122875977,1.21223080969019,0.164183173551301,7.38340466607814,1.54292157839682e-13,1.69330052933477e-11
"ENSG00000196932",76.8390518792512,-2.00129569725284,0.271159114831486,-7.38052157493052,1.57670623188875e-13,1.71792920014066e-11
"ENSG00000138074",455.640505436127,1.16383943393809,0.158023204369408,7.36499072134627,1.77159189453704e-13,1.91648280305454e-11
"ENSG00000146006",70.6309989496603,-4.00376980685573,0.544200832069823,-7.35715487906866,1.878713309029e-13,2.00521329257449e-11
"ENSG00000174306",3453.200286637,1.10706655401922,0.150476826735749,7.35705675109247,1.88009433836631e-13,2.00521329257449e-11
"ENSG00000042286",599.809958530685,0.713436856873313,0.097272290531898,7.33443052458356,2.2266623798907e-13,2.35823788415697e-11
"ENSG00000164105",538.355706819132,1.20854607877694,0.165294001497401,7.31149387048956,2.6418857895478e-13,2.77856668629871e-11
"ENSG00000067369",2102.96945349668,-0.714245582176013,0.0977927403936024,-7.30366670676445,2.80029537474939e-13,2.924860237971e-11
"ENSG00000116132",5567.24077353662,-0.758688039051633,0.10433365395835,-7.27174799566115,3.54865155869254e-13,3.68111834632867e-11
"ENSG00000277443",5819.2400512788,-1.23013088276685,0.169725664988229,-7.24775998286508,4.23720602034128e-13,4.36547518218154e-11
"ENSG00000087448",1029.52932093845,1.03300403983251,0.142733879182105,7.23727292883676,4.57796310730965e-13,4.68467913920302e-11
"ENSG00000114270",1600.16543561964,1.2874459682562,0.17815996676207,7.226348273715,4.96154373102192e-13,5.04312616149845e-11
"ENSG00000134318",4532.90173037411,0.782466598724913,0.108332526380359,7.22282240495016,5.09194958953958e-13,5.14117176890513e-11
"ENSG00000108960",1740.19798309104,1.65434301802866,0.230185964266487,7.18698476382088,6.62377988179305e-13,6.64351962316264e-11
"ENSG00000165802",1607.02123231608,0.973405918892459,0.136308985442935,7.14117206381798,9.25384254846086e-13,9.22035824976577e-11
"ENSG00000233608",4677.10119351861,0.731218153610127,0.10267774245884,7.12148646921454,1.06769218122963e-12,1.05687569181194e-10
"ENSG00000155962",399.773301149283,-1.12228485028665,0.157733669463431,-7.11506207967121,1.11862474451814e-12,1.10010206206021e-10
"ENSG00000172465",451.847687171403,1.01171938223937,0.142957783678506,7.07704999480548,1.47255420479511e-12,1.43882796333045e-10
"ENSG00000170365",440.567510182441,-1.01000994963477,0.142872290756917,-7.06932004998226,1.55694685984298e-12,1.51153590976422e-10
"ENSG00000188215",583.091058388238,0.683820804087469,0.0967728781840144,7.06624435399326,1.59183014032136e-12,1.53555843790873e-10
"ENSG00000143344",1081.29606808733,-1.0661676808614,0.15127480024165,-7.04788688637022,1.81655207175545e-12,1.74124564093268e-10
"ENSG00000125848",184.725551712782,-2.47079493977773,0.351171915611559,-7.03585574454294,1.98041748099263e-12,1.88637878928512e-10
"ENSG00000183508",90.3052529349409,-2.5068106080018,0.356655033778347,-7.02867020113259,2.08511169849915e-12,1.97368854211061e-10
"ENSG00000171793",696.230481492342,1.63272249258278,0.232541395145414,7.02121225152964,2.19951417434713e-12,2.0690460975458e-10
"ENSG00000099204",852.738214777329,1.43267727152177,0.204554925642038,7.00387569267775,2.48977038414271e-12,2.32762793011366e-10
"ENSG00000084090",3687.6065632505,1.22208526658252,0.174603917518836,6.9991858369998,2.57454185487788e-12,2.3790319291325e-10
"ENSG00000157152",39.3407229279849,2.76160945453037,0.394566527084946,6.99909714828856,2.57617191401604e-12,2.3790319291325e-10
"ENSG00000108604",2187.2675915473,1.29453188706492,0.185088659505142,6.99411779482338,2.66933218021225e-12,2.43536360658521e-10
"ENSG00000185813",542.652954959198,1.06734922493709,0.152594190862743,6.99469107508268,2.65844045717344e-12,2.43536360658521e-10
"ENSG00000177674",764.474981069582,1.13597825095823,0.162673874700004,6.98316341854612,2.88606367243614e-12,2.61733139635002e-10
"ENSG00000093167",2143.3476076315,0.693337777388513,0.0994652518209785,6.97065321501834,3.1547273721074e-12,2.84394916967658e-10
"ENSG00000173517",8182.69575723465,1.01731426979545,0.145966686550543,6.96949621750298,3.18077925232489e-12,2.8504675607373e-10
"ENSG00000108830",207.111531735843,-2.14987074785192,0.308770952079158,-6.96267162884146,3.33879448689394e-12,2.9744730884711e-10
"ENSG00000182197",5315.48796069254,-0.800350765041791,0.114984488123883,-6.9605107445406,3.39041301133857e-12,3.0027956173522e-10
"ENSG00000143878",3361.81675955872,1.21447719176992,0.174618995544798,6.95501189879624,3.52532280975095e-12,3.1041287182371e-10
"ENSG00000173221",1867.42208938398,1.05618680820956,0.152023244111005,6.94753499299324,3.71723880839071e-12,3.25419547705649e-10
"ENSG00000071282",4091.27993782563,1.59568941057794,0.229955715110426,6.93911612421411,3.94560712366737e-12,3.43426551080129e-10
"ENSG00000145685",2024.86056126334,-1.17063317918226,0.168800148168563,-6.93502459496228,4.06150493266656e-12,3.51494241172771e-10
"ENSG00000105835",2566.88138382778,0.98205349688419,0.141918101802672,6.91986071128314,4.52087934603102e-12,3.89026805088863e-10
"ENSG00000136997",749.941478614152,0.863799472330467,0.125458617051711,6.8851346573861,5.77328976435952e-12,4.93991375600141e-10
"ENSG00000137801",94530.9109438694,1.86692408636285,0.271561437447488,6.87477612399903,6.20872865898218e-12,5.28265143484748e-10
"ENSG00000137767",2380.7661405682,1.01730785200271,0.148302413153084,6.85968508787919,6.90125104455741e-12,5.83907525529732e-10
"ENSG00000163083",425.114876638656,3.66803108715373,0.535242653209443,6.85302463314413,7.23046293258883e-12,6.06635420111113e-10
"ENSG00000205208",599.124719980782,-1.36453436454522,0.199125380590647,-6.85263907844259,7.24998422186275e-12,6.06635420111113e-10
"ENSG00000165996",290.653293553978,1.06197882390881,0.155553472128886,6.82709816357486,8.66494083291737e-12,7.21046862167767e-10
"ENSG00000196569",18064.3664300771,2.06365207277711,0.302361837921441,6.82510758289966,8.78594481633802e-12,7.27120952149942e-10
"ENSG00000114098",986.026224073992,1.03515640986318,0.15176728952001,6.82068193440786,9.06093552585205e-12,7.4580363336429e-10
"ENSG00000103381",788.647566819423,0.976225513029143,0.143206596518281,6.816903248619,9.30238660977336e-12,7.61538622729824e-10
"ENSG00000100242",3905.31285956984,1.70211462072683,0.251983428251143,6.75486730433081,1.42966041090538e-11,1.16409714640656e-09
"ENSG00000159840",9428.64662486812,0.712835990761633,0.105583743792149,6.75138013826178,1.46445342647676e-11,1.18605064941126e-09
"ENSG00000114853",2770.85195738263,0.73205256291984,0.108582951580861,6.74187386013986,1.56356802977726e-11,1.25958711760513e-09
"ENSG00000068831",92.8018949080218,1.7361954857631,0.257666666785225,6.73814547851579,1.60420911433936e-11,1.28548926119945e-09
"ENSG00000189184",6553.75163027371,-0.900224374975599,0.13392729090485,-6.72173960134215,1.79567653683323e-11,1.43134321843891e-09
"ENSG00000136877",1049.71923068896,0.685115183460225,0.102094312587258,6.71061067064502,1.93811586372039e-11,1.53679396628509e-09
"ENSG00000106615",2235.48854826141,0.99919392401501,0.149048434126878,6.70382033778661,2.03039879777128e-11,1.60158280167948e-09
"ENSG00000163661",9918.01910954256,2.23542097376129,0.333562799020851,6.7016495254363,2.06079832224802e-11,1.61713940883141e-09
"ENSG00000107562",27826.6530130906,-1.8834209090685,0.281134078740292,-6.69936891858773,2.09321535009106e-11,1.63411064315099e-09
"ENSG00000132530",554.070436661569,-0.942293542361609,0.141156285749333,-6.67553369911523,2.46334049850958e-11,1.91319445384244e-09
"ENSG00000137672",647.502996763746,1.80038931124292,0.269906725695963,6.67041292357778,2.55084687997655e-11,1.9710497957778e-09
"ENSG00000127954",524.073300326567,4.94729814426576,0.742089798283723,6.66671089631967,2.61599680136676e-11,2.01113053587308e-09
"ENSG00000124151",1617.04029497027,1.35122338430905,0.203022896765331,6.65552213980521,2.8229605487608e-11,2.15927967227183e-09
"ENSG00000185022",640.369910766327,1.2708757800547,0.191126700345851,6.64938900611481,2.94312193362643e-11,2.23987847662172e-09
"ENSG00000158079",310.647032326585,0.965065119641516,0.145507966533746,6.63238682136142,3.30301590499958e-11,2.50120879406093e-09
"ENSG00000099337",903.309496314424,2.39562081448463,0.361465574247091,6.627521360712,3.41370250818766e-11,2.57216539733842e-09
"ENSG00000163378",1766.41416177331,1.28849167263128,0.19458260579543,6.62182350454237,3.54794532915593e-11,2.66008079257755e-09
"ENSG00000164291",491.680275628707,0.774374618242838,0.11707471502198,6.61436261533886,3.73156023536104e-11,2.78396452042083e-09
"ENSG00000128342",154.276285688438,-2.33091505702306,0.352898508052201,-6.6050578391175,3.97362174292027e-11,2.95002457335919e-09
"ENSG00000141298",2097.02267358758,1.17251718379923,0.177717908161497,6.59763102058196,4.17779439228259e-11,3.08647297907902e-09
"ENSG00000172349",898.126751874125,1.03315598187323,0.156707140980209,6.5929093939868,4.31289813535539e-11,3.17081758543482e-09
"ENSG00000093144",1547.1070655263,0.792990562267739,0.120308312030543,6.59131982556967,4.35933641769366e-11,3.18947584763142e-09
"ENSG00000070669",426.90709695752,-1.02041052508942,0.155014943147784,-6.58265909317275,4.62107896249548e-11,3.34862396588488e-09
"ENSG00000091527",4909.37066465247,0.730988748285813,0.111041685844936,6.58301198080335,4.61011978276296e-11,3.34862396588488e-09
"ENSG00000168994",1583.10992122693,1.42490672457254,0.216678695757937,6.57612747569966,4.82858624925974e-11,3.48233041643042e-09
"ENSG00000126861",312.242217393456,-1.69456543673553,0.258199757149683,-6.56300166755446,5.27352576050845e-11,3.78519183141709e-09
"ENSG00000188312",133.729682034954,-1.74637531096057,0.266821936037162,-6.54509646732097,5.94569936379933e-11,4.24752909739343e-09
"ENSG00000120690",1426.8218637027,0.845917215806119,0.12950739511052,6.53180627318018,6.49811749300391e-11,4.62037509068283e-09
"ENSG00000023909",1934.52231292628,1.25685053859649,0.192554157145111,6.52725735570235,6.69848976514010e-11,4.74059006976855e-09
"ENSG00000174437",10623.8825067878,1.35360005889929,0.207569952495503,6.52117535619044,6.97585709067237e-11,4.91392351805735e-09
"ENSG00000049246",241.503165248797,-1.93010025735715,0.297229583009179,-6.49363444182318,8.37899227964098e-11,5.87499250347975e-09
"ENSG00000136859",6504.12083691592,-0.8951770734944,0.138065452141258,-6.48371522065146,8.94910668092577e-11,6.24581662131893e-09
